timestamp_pc;measurement_number;refractive_index;temperature;brix;concentration;f_t;device_date;device_time
2026-09-17 09:36:58.302;61;1.33274;24.40;0.14;0.155;0.0388;08/23/05;04:49
2026-09-17 09:37:13.532;62;1.33276;24.40;0.14;0.169;0.0422;08/23/05;04:49
2026-09-17 09:37:28.745;63;1.33274;24.40;0.14;0.155;0.0388;08/23/05;04:50
2026-09-17 09:37:43.977;64;1.33275;24.40;0.14;0.162;0.0405;08/23/05;04:50
2026-09-17 09:37:59.219;65;1.33275;24.40;0.14;0.162;0.0405;08/23/05;04:50
2026-09-17 09:38:14.367;66;1.33275;24.42;0.14;0.162;0.0405;08/23/05;04:50
2026-09-17 09:38:29.641;67;1.33277;24.42;0.16;0.176;0.0440;08/23/05;04:51
2026-09-17 09:38:44.889;68;1.33279;24.42;0.16;0.189;0.0474;08/23/05;04:51
2026-09-17 09:39:00.126;69;1.33279;24.42;0.16;0.189;0.0474;08/23/05;04:51
2026-09-17 09:39:15.265;70;1.33283;24.42;0.20;0.217;0.0542;08/23/05;04:51
2026-09-17 09:39:30.551;71;1.33288;24.42;0.24;0.251;0.0628;08/23/05;04:52
2026-09-17 09:39:45.789;72;1.33296;24.42;0.28;0.306;0.0765;08/23/05;04:52
2026-09-17 09:40:01.029;73;1.33322;24.44;0.48;0.484;0.1210;08/23/05;04:52
2026-09-17 09:40:16.181;74;1.33391;24.42;0.96;0.956;0.2391;08/23/05;04:52
2026-09-17 09:40:31.459;75;1.33495;24.44;1.68;1.668;0.4171;08/23/05;04:53
2026-09-17 09:40:46.689;76;1.33593;24.44;2.36;2.339;0.5848;08/23/05;04:53
2026-09-17 09:41:01.828;77;1.33662;24.44;2.84;2.812;0.7029;08/23/05;04:53
2026-09-17 09:41:17.123;78;1.33704;24.44;3.12;3.099;0.7748;08/23/05;04:53
2026-09-17 09:41:32.359;79;1.33727;24.44;3.28;3.257;0.8141;08/23/05;04:54
2026-09-17 09:41:47.590;80;1.33740;24.46;3.38;3.346;0.8364;08/23/05;04:54
2026-09-17 09:42:02.833;81;1.33746;24.46;3.40;3.387;0.8467;08/23/05;04:54
2026-09-17 09:42:18.075;82;1.33750;24.46;3.44;3.414;0.8535;08/23/05;04:54
2026-09-17 09:42:33.206;83;1.33749;24.46;3.42;3.407;0.8518;08/23/05;04:55
2026-09-17 09:42:48.489;84;1.33752;24.46;3.44;3.428;0.8569;08/23/05;04:55
2026-09-17 09:43:03.713;85;1.33752;24.46;3.46;3.428;0.8569;08/23/05;04:55
2026-09-17 09:43:18.940;86;1.33750;24.46;3.44;3.414;0.8535;08/23/05;04:55
2026-09-17 09:43:34.087;87;1.33746;24.46;3.42;3.387;0.8467;08/23/05;04:56
2026-09-17 09:43:49.364;88;1.33745;24.48;3.40;3.380;0.8450;08/23/05;04:56
2026-09-17 09:44:04.592;89;1.33747;24.48;3.42;3.394;0.8484;08/23/05;04:56
2026-09-17 09:44:19.815;90;1.33744;24.48;3.40;3.373;0.8432;08/23/05;04:56
2026-09-17 09:44:34.958;91;1.33742;24.48;3.38;3.359;0.8398;08/23/05;04:57
2026-09-17 09:44:50.171;92;1.33740;24.48;3.38;3.346;0.8364;08/23/05;04:57
2026-09-17 09:45:05.407;93;1.33738;24.48;3.36;3.332;0.8330;08/23/05;04:57
2026-09-17 09:45:20.672;94;1.33736;24.46;3.34;3.318;0.8295;08/23/05;04:57
2026-09-17 09:45:35.885;95;1.33736;24.46;3.34;3.318;0.8295;08/23/05;04:58
2026-09-17 09:45:51.097;96;1.33734;24.46;3.34;3.305;0.8261;08/23/05;04:58
2026-09-17 09:46:06.345;97;1.33734;24.46;3.34;3.305;0.8261;08/23/05;04:58
2026-09-17 09:46:21.490;98;1.33736;24.46;3.34;3.318;0.8295;08/23/05;04:58
2026-09-17 09:46:36.781;99;1.33733;24.46;3.32;3.298;0.8244;08/23/05;04:59
2026-09-17 09:46:51.926;100;1.33736;24.46;3.34;3.318;0.8295;08/23/05;04:59
2026-09-17 09:47:07.219;101;1.33734;24.46;3.32;3.305;0.8261;08/23/05;04:59
2026-09-17 09:47:22.369;102;1.33735;24.46;3.34;3.311;0.8278;08/23/05;04:59
2026-09-17 09:47:37.622;103;1.33735;24.46;3.34;3.311;0.8278;08/23/05;05:00
2026-09-17 09:47:52.854;104;1.33732;24.46;3.32;3.291;0.8227;08/23/05;05:00
2026-09-17 09:48:08.088;105;1.33733;24.46;3.32;3.298;0.8244;08/23/05;05:00
2026-09-17 09:48:23.324;106;1.33733;24.48;3.32;3.298;0.8244;08/23/05;05:00
2026-09-17 09:48:38.558;107;1.33732;24.48;3.32;3.291;0.8227;08/23/05;05:01
2026-09-17 09:48:53.794;108;1.33732;24.48;3.32;3.291;0.8227;08/23/05;05:01
2026-09-17 09:49:08.943;109;1.33732;24.48;3.32;3.291;0.8227;08/23/05;05:01
2026-09-17 09:49:24.229;110;1.33734;24.48;3.34;3.305;0.8261;08/23/05;05:02
2026-09-17 09:49:39.453;111;1.33734;24.48;3.32;3.305;0.8261;08/23/05;05:02
2026-09-17 09:49:54.602;112;1.33735;24.48;3.34;3.311;0.8278;08/23/05;05:02
2026-09-17 09:50:09.890;113;1.33734;24.48;3.32;3.305;0.8261;08/23/05;05:02
2026-09-17 09:50:25.136;114;1.33734;24.50;3.34;3.305;0.8261;08/23/05;05:03
2026-09-17 09:50:40.306;115;1.33737;24.50;3.34;3.325;0.8313;08/23/05;05:03
2026-09-17 09:50:55.565;116;1.33736;24.50;3.34;3.318;0.8295;08/23/05;05:03
2026-09-17 09:51:10.803;117;1.33737;24.50;3.36;3.325;0.8313;08/23/05;05:03
2026-09-17 09:51:25.948;118;1.33734;24.50;3.34;3.305;0.8261;08/23/05;05:04
2026-09-17 09:51:41.200;119;1.33737;24.52;3.36;3.325;0.8313;08/23/05;05:04
2026-09-17 09:51:56.342;120;1.33737;24.52;3.36;3.325;0.8313;08/23/05;05:04
2026-09-17 09:52:11.621;121;1.33737;24.52;3.36;3.325;0.8313;08/23/05;05:04
2026-09-17 09:52:26.761;122;1.33737;24.52;3.36;3.325;0.8313;08/23/05;05:05
2026-09-17 09:52:42.053;123;1.33737;24.52;3.36;3.325;0.8313;08/23/05;05:05
2026-09-17 09:52:57.301;124;1.33738;24.54;3.36;3.332;0.8330;08/23/05;05:05
2026-09-17 09:53:12.439;125;1.33736;24.54;3.34;3.318;0.8295;08/23/05;05:05
2026-09-17 09:53:27.735;126;1.33735;24.54;3.34;3.311;0.8278;08/23/05;05:06
2026-09-17 09:53:42.968;127;1.33737;24.54;3.36;3.325;0.8313;08/23/05;05:06
2026-09-17 09:53:58.108;128;1.33736;24.56;3.34;3.318;0.8295;08/23/05;05:06
2026-09-17 09:54:13.395;129;1.33736;24.56;3.34;3.318;0.8295;08/23/05;05:06
